Regione;Provincia;Comune;Codice Sito;Nome Sito;LONG;LAT;Data;Ostreopsis cf. ovata cell/l;Ostreopsis cf. ovata cell/ g fw;Istatcode;Seaname
Abruzzo;Chieti;Ortona;IT013069058006;353 m nord fiume Moro;14.424488;42.331891;2021-09-06;0;0;069058;Adriatic Sea
Abruzzo;Chieti;S. Vito Chietino;IT013069086004;zona ant. molo Sud;14.446;42.3099;2021-06-14;0;0;069086;Adriatic Sea
Abruzzo;Chieti;S. Vito Chietino;IT013069086004;zona ant. molo Sud;14.446;42.3099;2021-07-12;0;0;069086;Adriatic Sea
Abruzzo;Chieti;S. Vito Chietino;IT013069086004;zona ant. molo Sud;14.446;42.3099;2021-08-09;0;0;069086;Adriatic Sea
Abruzzo;Chieti;S. Vito Chietino;IT013069086004;zona ant. molo Sud;14.446;42.3099;2021-09-06;0;0;069086;Adriatic Sea
Abruzzo;Chieti;S. Vito Chietino;IT013069086003;50m sud Fosso Cintioni;14.442008;42.311862;2021-06-14;0;0;069086;Adriatic Sea
Abruzzo;Chieti;S. Vito Chietino;IT013069086003;50m sud Fosso Cintioni;14.442008;42.311862;2021-07-12;0;0;069086;Adriatic Sea
Abruzzo;Chieti;S. Vito Chietino;IT013069086003;50m sud Fosso Cintioni;14.442008;42.311862;2021-08-09;0;0;069086;Adriatic Sea
Abruzzo;Chieti;S. Vito Chietino;IT013069086003;50m sud Fosso Cintioni;14.442008;42.311862;2021-09-06;0;0;069086;Adriatic Sea
Abruzzo;Chieti;S. Vito Chietino;IT013069086001;Zona antistante Cala Turchino;14.459555;42.300373;2021-06-14;0;0;069086;Adriatic Sea
Abruzzo;Chieti;S. Vito Chietino;IT013069086001;Zona antistante Cala Turchino;14.459555;42.300373;2021-07-12;0;0;069086;Adriatic Sea
Abruzzo;Chieti;S. Vito Chietino;IT013069086001;Zona antistante Cala Turchino;14.459555;42.300373;2021-08-09;0;0;069086;Adriatic Sea
Abruzzo;Chieti;S. Vito Chietino;IT013069086001;Zona antistante Cala Turchino;14.459555;42.300373;2021-09-06;0;3900;069086;Adriatic Sea
Abruzzo;Chieti;Rocca S. Giovanni;IT013069074001;zona ant. Km 489,100 SS.16;14.4938;42.2773;2021-06-14;0;0;069074;Adriatic Sea
Abruzzo;Chieti;Rocca S. Giovanni;IT013069074001;zona ant. Km 489,100 SS.16;14.4938;42.2773;2021-07-12;0;0;069074;Adriatic Sea
Abruzzo;Chieti;Rocca S. Giovanni;IT013069074001;zona ant. Km 489,100 SS.16;14.4938;42.2773;2021-08-09;0;0;069074;Adriatic Sea
Abruzzo;Chieti;Rocca S. Giovanni;IT013069074001;zona ant. Km 489,100 SS.16;14.4938;42.2773;2021-09-06;0;4300;069074;Adriatic Sea
Abruzzo;Chieti;Rocca S. Giovanni;IT013069074002;75 m a nord foce fosso S.Biagio;14.5011;42.265;2021-06-14;0;0;069074;Adriatic Sea
Abruzzo;Chieti;Rocca S. Giovanni;IT013069074002;75 m a nord foce fosso S.Biagio;14.5011;42.265;2021-07-12;0;0;069074;Adriatic Sea
Abruzzo;Chieti;Rocca S. Giovanni;IT013069074002;75 m a nord foce fosso S.Biagio;14.5011;42.265;2021-08-09;0;0;069074;Adriatic Sea
Abruzzo;Chieti;Rocca S. Giovanni;IT013069074002;75 m a nord foce fosso S.Biagio;14.5011;42.265;2021-09-06;0;3600;069074;Adriatic Sea
Abruzzo;Chieti;Rocca S. Giovanni;IT013069074003;Zona antistante km 482.700;14.4802;42.2879;2021-06-14;0;0;069074;Adriatic Sea
Abruzzo;Chieti;Rocca S. Giovanni;IT013069074003;Zona antistante km 482.700;14.4802;42.2879;2021-07-12;0;0;069074;Adriatic Sea
Abruzzo;Chieti;Rocca S. Giovanni;IT013069074003;Zona antistante km 482.700;14.4802;42.2879;2021-08-09;0;0;069074;Adriatic Sea
Abruzzo;Chieti;Rocca S. Giovanni;IT013069074003;Zona antistante km 482.700;14.4802;42.2879;2021-09-06;0;5800;069074;Adriatic Sea
Abruzzo;Chieti;Fossacesia;IT013069033001;75 m a sud stazione FF.SS. Fossacesia;14.5085;42.2526;2021-06-14;0;0;069033;Adriatic Sea
Abruzzo;Chieti;Fossacesia;IT013069033001;75 m a sud stazione FF.SS. Fossacesia;14.5085;42.2526;2021-07-12;0;0;069033;Adriatic Sea
Abruzzo;Chieti;Fossacesia;IT013069033001;75 m a sud stazione FF.SS. Fossacesia;14.5085;42.2526;2021-08-09;0;0;069033;Adriatic Sea
Abruzzo;Chieti;Fossacesia;IT013069033001;75 m a sud stazione FF.SS. Fossacesia;14.5085;42.2526;2021-09-06;0;2300;069033;Adriatic Sea
Abruzzo;Chieti;Torino di Sangro;IT013069091006;Zona antistante Loc.tà Le Morge;14.6048;42.205799;2021-06-14;0;0;069091;Adriatic Sea
Abruzzo;Chieti;Torino di Sangro;IT013069091006;Zona antistante Loc.tà Le Morge;14.6048;42.2058;2021-07-12;0;0;069091;Adriatic Sea
Abruzzo;Chieti;Torino di Sangro;IT013069091006;Zona antistante Loc.tà Le Morge;14.6048;42.2058;2021-08-09;0;0;069091;Adriatic Sea
Abruzzo;Chieti;Torino di Sangro;IT013069091006;Zona antistante Loc.tà Le Morge;14.6048;42.2058;2021-09-06;0;100;069091;Adriatic Sea
Abruzzo;Chieti;Casalbordino;IT013069015004;200 m nord Fiume Sinello;14.642565;42.19201;2021-06-14;0;0;069015;Adriatic Sea
Abruzzo;Chieti;Casalbordino;IT013069015004;200 m nord Fiume Sinello;14.642565;42.19201;2021-07-12;0;0;069015;Adriatic Sea
Abruzzo;Chieti;Casalbordino;IT013069015004;200 m nord Fiume Sinello;14.642565;42.19201;2021-08-09;0;0;069015;Adriatic Sea
Abruzzo;Chieti;Casalbordino;IT013069015004;200 m nord Fiume Sinello;14.642565;42.19201;2021-09-06;0;0;069015;Adriatic Sea
Abruzzo;Chieti;Vasto;IT013069099002;200 m a sud Punta Vignola;14.7192;42.1528;2021-06-14;0;0;069099;Adriatic Sea
Abruzzo;Chieti;Vasto;IT013069099002;200 m a sud Punta Vignola;14.7192;42.1528;2021-07-12;0;0;069099;Adriatic Sea
Abruzzo;Chieti;Vasto;IT013069099002;200 m a sud Punta Vignola;14.7192;42.1528;2021-08-09;0;0;069099;Adriatic Sea
Abruzzo;Chieti;Vasto;IT013069099002;200 m a sud Punta Vignola;14.7192;42.1528;2021-09-06;0;900;069099;Adriatic Sea
Abruzzo;Chieti;Vasto;IT013069099012;Punta Aderci- foce fosso Apricino;14.685718;42.179727;2021-06-14;0;0;069099;Adriatic Sea
Abruzzo;Chieti;Vasto;IT013069099012;Punta Aderci- foce fosso Apricino;14.685718;42.179727;2021-07-12;0;0;069099;Adriatic Sea
Abruzzo;Chieti;Vasto;IT013069099012;Punta Aderci- foce fosso Apricino;14.685718;42.179727;2021-08-09;0;0;069099;Adriatic Sea
Abruzzo;Chieti;Vasto;IT013069099012;Punta Aderci- foce fosso Apricino;14.685718;42.179727;2021-09-06;0;600;069099;Adriatic Sea
Abruzzo;Chieti;Vasto;IT013069099010;800 m sud fosso Lebba;14.718873;42.159788;2021-06-14;0;0;069099;Adriatic Sea
Abruzzo;Chieti;Vasto;IT013069099010;800 m sud fosso Lebba;14.718873;42.159788;2021-07-12;0;0;069099;Adriatic Sea
Abruzzo;Chieti;Vasto;IT013069099010;800 m sud fosso Lebba;14.718873;42.159788;2021-08-09;0;0;069099;Adriatic Sea
Abruzzo;Chieti;Vasto;IT013069099010;800 m sud fosso Lebba;14.718873;42.159788;2021-09-06;0;1300;069099;Adriatic Sea
Abruzzo;Chieti;Vasto;IT013069099003;Zona antistante Contrada Vignola;14.719155;42.15302;2021-06-14;0;0;069099;Adriatic Sea
Abruzzo;Chieti;Vasto;IT013069099003;Zona antistante Contrada Vignola;14.719155;42.15302;2021-07-12;0;0;069099;Adriatic Sea
Abruzzo;Chieti;Vasto;IT013069099003;Zona antistante Contrada Vignola;14.719155;42.15302;2021-08-09;0;0;069099;Adriatic Sea
Abruzzo;Chieti;Vasto;IT013069099003;Zona antistante Contrada Vignola;14.719155;42.15302;2021-09-06;0;600;069099;Adriatic Sea
Abruzzo;Chieti;Vasto;IT013069099013;Zona antistante Contrada Torricella;14.722333;42.123;2021-06-14;0;0;069099;Adriatic Sea
Abruzzo;Chieti;Vasto;IT013069099013;Zona antistante Contrada Torricella;14.722333;42.123;2021-07-12;0;0;069099;Adriatic Sea
Abruzzo;Chieti;Vasto;IT013069099013;Zona antistante Contrada Torricella;14.722333;42.123;2021-08-09;0;0;069099;Adriatic Sea
Abruzzo;Chieti;Vasto;IT013069099013;Zona antistante Contrada Torricella;14.722333;42.123;2021-09-06;0;200;069099;Adriatic Sea
Emilia Romagna;Ferrara;Comacchio;OSTR4;Porto Garibaldi;12.24535;44.679467;2021-05-31;0;0;038006;Adriatic Sea
Emilia Romagna;Ferrara;Comacchio;OSTR4;Porto Garibaldi;12.24535;44.679467;2021-06-29;0;0;038006;Adriatic Sea
Emilia Romagna;Ferrara;Comacchio;OSTR4;Porto Garibaldi;12.24535;44.679467;2021-07-26;0;0;038006;Adriatic Sea
Emilia Romagna;Ferrara;Comacchio;OSTR4;Porto Garibaldi;12.24535;44.679467;2021-08-23;0;0;038006;Adriatic Sea
Emilia Romagna;Ferrara;Comacchio;OSTR4;Porto Garibaldi;12.24535;44.679467;2021-09-20;0;0;038006;Adriatic Sea
Emilia Romagna;Ravenna;Ravenna;OSTR9;Lido di Savio;12.20587;44.19133;2021-05-31;0;0;040007;Adriatic Sea
Emilia Romagna;Ravenna;Ravenna;OSTR9;Lido di Savio;12.20587;44.19133;2021-06-29;0;0;040007;Adriatic Sea
Emilia Romagna;Ravenna;Ravenna;OSTR9;Lido di Savio;12.20587;44.19133;2021-07-26;0;0;040007;Adriatic Sea
Emilia Romagna;Ravenna;Ravenna;OSTR9;Lido di Savio;12.20587;44.19133;2021-08-23;0;0;040007;Adriatic Sea
Emilia Romagna;Ravenna;Ravenna;OSTR9;Lido di Savio;12.20587;44.19133;2021-09-20;0;0;040007;Adriatic Sea
Emilia Romagna;Forlì-Cesenatico;Cesenatico;OSTR14;Cesenatico;12.23723;44.12662;2021-06-01;0;0;040007;Adriatic Sea
Emilia Romagna;Forlì-Cesenatico;Cesenatico;OSTR14;Cesenatico;12.23723;44.12662;2021-06-28;0;0;040007;Adriatic Sea
Emilia Romagna;Forlì-Cesenatico;Cesenatico;OSTR14;Cesenatico;12.23723;44.12662;2021-07-27;0;0;040007;Adriatic Sea
Emilia Romagna;Forlì-Cesenatico;Cesenatico;OSTR14;Cesenatico;12.23723;44.12662;2021-08-24;0;0;040007;Adriatic Sea
Emilia Romagna;Forlì-Cesenatico;Cesenatico;OSTR14;Cesenatico;12.23723;44.12662;2021-09-22;0;0;040007;Adriatic Sea
Emilia Romagna;Rimini;Misano Adriatico                ;OSTR19;Misano Brasile;12.41504;43.591503;2021-06-01;0;0;041002;Adriatic Sea
Emilia Romagna;Rimini;Misano Adriatico                ;OSTR19;Misano Brasile;12.41504;43.591503;2021-06-28;0;0;041002;Adriatic Sea
Emilia Romagna;Rimini;Misano Adriatico                ;OSTR19;Misano Brasile;12.41504;43.591503;2021-07-27;0;0;041002;Adriatic Sea
Emilia Romagna;Rimini;Misano Adriatico                ;OSTR19;Misano Brasile;12.41504;43.591503;2021-08-24;0;0;041002;Adriatic Sea
Emilia Romagna;Rimini;Misano Adriatico                ;OSTR19;Misano Brasile;12.41504;43.591503;2021-09-22;0;0;041002;Adriatic Sea
Friuli Venezia Giulia;Trieste;Muggia;1161;Punta Sottile terrazza mare;13.72195;45.60555;2021-06-21;0;0;032003;Adriatic Sea
Friuli Venezia Giulia;Trieste;Muggia;1161;Punta Sottile terrazza mare;13.72195;45.60555;2021-07-05;0;0;032003;Adriatic Sea
Friuli Venezia Giulia;Trieste;Muggia;1161;Punta Sottile terrazza mare;13.72195;45.60555;2021-07-19;0;0;032003;Adriatic Sea
Friuli Venezia Giulia;Trieste;Muggia;1161;Punta Sottile terrazza mare;13.72195;45.60555;2021-08-02;0;0;032003;Adriatic Sea
Friuli Venezia Giulia;Trieste;Muggia;1161;Punta Sottile terrazza mare;13.72195;45.60555;2021-08-24;0;0;032003;Adriatic Sea
Friuli Venezia Giulia;Trieste;Muggia;1161;Punta Sottile terrazza mare;13.72195;45.60555;2021-09-06;0;98;032003;Adriatic Sea
Friuli Venezia Giulia;Trieste;Muggia;1161;Punta Sottile terrazza mare;13.72195;45.60555;2021-09-20;0;0;032003;Adriatic Sea
Friuli Venezia Giulia;Trieste;Trieste;1163;Barcola lungo mare;13.745717;45.68695;2021-06-21;0;0;032006;Adriatic Sea
Friuli Venezia Giulia;Trieste;Trieste;1163;Barcola lungo mare;13.745717;45.68695;2021-07-05;0;0;032006;Adriatic Sea
Friuli Venezia Giulia;Trieste;Trieste;1163;Barcola lungo mare;13.745717;45.68695;2021-07-19;0;0;032006;Adriatic Sea
Friuli Venezia Giulia;Trieste;Trieste;1163;Barcola lungo mare;13.745717;45.68695;2021-08-02;0;0;032006;Adriatic Sea
Friuli Venezia Giulia;Trieste;Trieste;1163;Barcola lungo mare;13.745717;45.68695;2021-08-24;0;287;032006;Adriatic Sea
Friuli Venezia Giulia;Trieste;Trieste;1163;Barcola lungo mare;13.745717;45.68695;2021-09-06;40;11804;032006;Adriatic Sea
Friuli Venezia Giulia;Trieste;Trieste;1163;Barcola lungo mare;13.745717;45.68695;2021-09-20;240;14662;032006;Adriatic Sea
Friuli Venezia Giulia;Trieste;Duino-Aurisina;1166;Canovella De'Zoppoli pozza di marea;13.655783;45.74965;2021-06-21;0;0;032001;Adriatic Sea
Friuli Venezia Giulia;Trieste;Duino-Aurisina;1166;Canovella De'Zoppoli pozza di marea;13.655783;45.74965;2021-07-05;0;0;032001;Adriatic Sea
Friuli Venezia Giulia;Trieste;Duino-Aurisina;1166;Canovella De'Zoppoli pozza di marea;13.655783;45.74965;2021-07-19;0;0;032001;Adriatic Sea
Friuli Venezia Giulia;Trieste;Duino-Aurisina;1166;Canovella De'Zoppoli pozza di marea;13.655783;45.74965;2021-08-02;0;0;032001;Adriatic Sea
Friuli Venezia Giulia;Trieste;Duino-Aurisina;1166;Canovella De'Zoppoli pozza di marea;13.655783;45.74965;2021-08-23;0;0;032001;Adriatic Sea
Friuli Venezia Giulia;Trieste;Duino-Aurisina;1166;Canovella De'Zoppoli pozza di marea;13.655783;45.74965;2021-09-06;0;2737;032001;Adriatic Sea
Friuli Venezia Giulia;Trieste;Duino-Aurisina;1166;Canovella De'Zoppoli pozza di marea;13.655783;45.74965;2021-09-20;640;25760;032001;Adriatic Sea
Friuli Venezia Giulia;Trieste;Duino-Aurisina;1167;Sistiana spiaggia;13.6308;45.767433;2021-06-21;0;0;032001;Adriatic Sea
Friuli Venezia Giulia;Trieste;Duino-Aurisina;1167;Sistiana spiaggia;13.6308;45.767433;2021-07-05;0;0;032001;Adriatic Sea
Friuli Venezia Giulia;Trieste;Duino-Aurisina;1167;Sistiana spiaggia;13.6308;45.767433;2021-07-19;0;0;032001;Adriatic Sea
Friuli Venezia Giulia;Trieste;Duino-Aurisina;1167;Sistiana spiaggia;13.6308;45.767433;2021-08-02;0;0;032001;Adriatic Sea
Friuli Venezia Giulia;Trieste;Duino-Aurisina;1167;Sistiana spiaggia;13.6308;45.767433;2021-08-23;0;0;032001;Adriatic Sea
Friuli Venezia Giulia;Trieste;Duino-Aurisina;1167;Sistiana spiaggia;13.6308;45.767433;2021-09-06;0;0;032001;Adriatic Sea
Friuli Venezia Giulia;Trieste;Duino-Aurisina;1167;Sistiana spiaggia;13.6308;45.767433;2021-09-20;0;0;032001;Adriatic Sea
Marche;Ancona;Ancona;0Y06;Passetto ascensore;13.534818;43.61579;2021-07-07;<120;<120;042002;Adriatic Sea
Marche;Ancona;Ancona;0Y06;Passetto ascensore;13.534818;43.61579;2021-07-27;<120;<120;042002;Adriatic Sea
Marche;Ancona;Ancona;0Y06;Passetto ascensore;13.534818;43.61579;2021-08-09;<120;<120;042002;Adriatic Sea
Marche;Ancona;Ancona;0Y06;Passetto ascensore;13.534818;43.61579;2021-08-17;<120;661;042002;Adriatic Sea
Marche;Ancona;Ancona;0Y06;Passetto ascensore;13.534818;43.61579;2021-09-06;17680;205274;042002;Adriatic Sea
Marche;Ancona;Ancona;0Y06;Passetto ascensore;13.534818;43.61579;2021-09-09;21360;92194;042002;Adriatic Sea
Marche;Ancona;Ancona;0Y06;Passetto ascensore;13.534818;43.61579;2021-09-15;1239719;91939;042002;Adriatic Sea
Marche;Ancona;Ancona;0Y06;Passetto ascensore;13.534818;43.61579;2021-09-23;9920;78987;042002;Adriatic Sea
Marche;Ancona;Ancona;0Y06;Passetto ascensore;13.534818;43.61579;2021-09-29;2880;/;042002;Adriatic Sea
Marche;Ancona;Ancona;0Y06;Passetto ascensore;13.534818;43.61579;2021-10-19;<120;/;042002;Adriatic Sea
Marche;Ancona;Ancona;0Y03;Portonovo da Ramona;13.5916666666666;43.5666666666666;2021-07-07;<120;<120;042002;Adriatic Sea
Marche;Ancona;Ancona;0Y03;Portonovo da Ramona;13.5916666666666;43.5666666666666;2021-07-27;<120;<120;042002;Adriatic Sea
Marche;Ancona;Ancona;0Y03;Portonovo da Ramona;13.5916666666666;43.5666666666666;2021-08-09;<120;<120;042002;Adriatic Sea
Marche;Ancona;Ancona;0Y03;Portonovo da Ramona;13.5916666666666;43.5666666666666;2021-08-17;<120;<120;042002;Adriatic Sea
Marche;Ancona;Ancona;0Y03;Portonovo da Ramona;13.5916666666666;43.5666666666666;2021-09-06;920;47065;042002;Adriatic Sea
Marche;Ancona;Ancona;0Y03;Portonovo da Ramona;13.5916666666666;43.5666666666666;2021-09-09;28800;52033;042002;Adriatic Sea
Marche;Ancona;Ancona;0Y03;Portonovo da Ramona;13.5916666666666;43.5666666666666;2021-09-15;17520;106594;042002;Adriatic Sea
Marche;Ancona;Ancona;0Y03;Portonovo da Ramona;13.5916666666666;43.5666666666666;2021-09-23;5000;83713;042002;Adriatic Sea
Marche;Ancona;Ancona;0Y03;Portonovo da Ramona;13.5916666666666;43.5666666666666;2021-09-29;1120;/;042002;Adriatic Sea
Marche;Ancona;Ancona;0Y03;Portonovo da Ramona;13.5916666666666;43.5666666666666;2021-10-19;<120;/;042002;Adriatic Sea
Marche;Ancona;Ancona;0Y16;Pietralacroce;13.5459;43.6085;2021-09-09;1720;28081;042002;Adriatic Sea
Marche;Ancona;Sirolo ;0Y07;Molo spiaggia Urbani;13.6247222222222;43.5241666666666;2021-07-07;<120;<120;042048;Adriatic Sea
Marche;Ancona;Sirolo ;0Y07;Molo spiaggia Urbani;13.6247222222222;43.5241666666666;2021-07-27;<120;<120;042048;Adriatic Sea
Marche;Ancona;Sirolo ;0Y07;Molo spiaggia Urbani;13.6247222222222;43.5241666666666;2021-08-09;<120;<120;042048;Adriatic Sea
Marche;Ancona;Sirolo ;0Y07;Molo spiaggia Urbani;13.6247222222222;43.5241666666666;2021-08-17;<120;<120;042048;Adriatic Sea
Marche;Ancona;Sirolo ;0Y07;Molo spiaggia Urbani;13.6247222222222;43.5241666666666;2021-09-06;7000;7194;042048;Adriatic Sea
Marche;Ancona;Sirolo ;0Y07;Molo spiaggia Urbani;13.6247222222222;43.5241666666666;2021-09-09;3120;48740;042048;Adriatic Sea
Marche;Ancona;Sirolo ;0Y07;Molo spiaggia Urbani;13.6247222222222;43.5241666666666;2021-09-15;1400;97878;042048;Adriatic Sea
Marche;Ancona;Sirolo ;0Y07;Molo spiaggia Urbani;13.6247222222222;43.5241666666666;2021-09-23;6840;82920;042048;Adriatic Sea
Marche;Ancona;Sirolo ;0Y07;Molo spiaggia Urbani;13.6247222222222;43.5241666666666;2021-09-29;2480;/;042048;Adriatic Sea
Marche;Ancona;Sirolo ;0Y07;Molo spiaggia Urbani;13.6247222222222;43.5241666666666;2021-10-19;<120;/;042048;Adriatic Sea
Marche;Fermo;Pedaso;0Y05;300 m nord centrale Enel ;13.846854;43.088485;2021-07-21;<120;<120;109030;Adriatic Sea
Marche;Fermo;Pedaso;0Y05;300 m nord centrale Enel ;13.846854;43.088485;2021-08-10;<120;<120;109030;Adriatic Sea
Marche;Fermo;Pedaso;0Y05;300 m nord centrale Enel ;13.846854;43.088485;2021-08-24;<120;<120;109030;Adriatic Sea
Marche;Fermo;Pedaso;0Y05;300 m nord centrale Enel ;13.846854;43.088485;2021-09-06;<120;<120;109030;Adriatic Sea
Marche;Fermo;Pedaso;0Y05;300 m nord centrale Enel ;13.846854;43.088485;2021-09-21;<120;<120;109030;Adriatic Sea
Marche;Fermo;Pedaso;0Y05;300 m nord centrale Enel ;13.846854;43.088485;2021-10-26;<120;<120;109030;Adriatic Sea
Marche;Macerata;Porto Recanati;0Y04;200 m nord scarico Fiumarella;13.661149;43.440593;2021-07-12;<120;/;043042;Adriatic Sea
Marche;Macerata;Porto Recanati;0Y04;200 m nord scarico Fiumarella;13.661149;43.440593;2021-08-09;<120;/;043042;Adriatic Sea
Marche;Macerata;Porto Recanati;0Y04;200 m nord scarico Fiumarella;13.661753;43.439745;2021-08-23;<120;/;043042;Adriatic Sea
Marche;Macerata;Porto Recanati;0Y04;200 m nord scarico Fiumarella;13.661753;43.439745;2021-09-06;<120;/;043042;Adriatic Sea
Marche;Macerata;Porto Recanati;0Y04;200 m nord scarico Fiumarella;13.661753;43.439745;2021-09-27;5360;/;043042;Adriatic Sea
Marche;Macerata;Porto Recanati;0Y04;200 m nord scarico Fiumarella;13.661753;43.439745;2021-10-05;<120;/;043042;Adriatic Sea
Marche;Pesaro;Pesaro;0Y09;30 m sud moletto;12.91867;43.915917;2021-07-14;<120;<120;041044;Adriatic Sea
Marche;Pesaro;Pesaro;0Y09;30 m sud moletto;12.91867;43.915917;2021-07-28;<120;<120;041044;Adriatic Sea
Marche;Pesaro;Pesaro;0Y09;30 m sud moletto;12.91867;43.915917;2021-08-11;<120;<120;041044;Adriatic Sea
Marche;Pesaro;Pesaro;0Y09;30 m sud moletto;12.91867;43.915917;2021-08-30;<120;<120;041044;Adriatic Sea
Marche;Pesaro;Pesaro;0Y09;30 m sud moletto;12.91867;43.915917;2021-09-14;<120;<120;041044;Adriatic Sea
Marche;Pesaro;Pesaro;0Y09;30 m sud moletto;12.91867;43.915917;2021-09-22;<120;<120;041044;Adriatic Sea
Marche;Ascoli Piceno;Grottamare;0Y17;1500 mt nord foce Tesino ;13.871395;42.995629;2021-07-20;<120;<120;044023;Adriatic Sea
Marche;Ascoli Piceno;Grottamare;0Y17;1500 mt nord foce Tesino ;13.871395;42.995629;2021-07-28;<120;<120;044023;Adriatic Sea
Marche;Ascoli Piceno;Grottamare;0Y17;1500 mt nord foce Tesino ;13.871395;42.995629;2021-08-10;<120;<120;044023;Adriatic Sea
Marche;Ascoli Piceno;Grottamare;0Y17;1500 mt nord foce Tesino ;13.871395;42.995629;2021-08-24;<120;<120;044023;Adriatic Sea
Marche;Ascoli Piceno;Grottamare;0Y17;1500 mt nord foce Tesino ;13.871395;42.995629;2021-09-06;<120;<120;044023;Adriatic Sea
Marche;Ascoli Piceno;Grottamare;0Y17;1500 mt nord foce Tesino ;13.871395;42.995629;2021-09-21;<120;<120;044023;Adriatic Sea
Marche;Ascoli Piceno;Grottamare;0Y17;1500 mt nord foce Tesino ;13.871395;42.995629;2021-10-20;<120;<120;044023;Adriatic Sea
Marche;Ascoli Piceno;Grottamare;0Y17;1500 mt nord foce Tesino ;13.871395;42.995629;2021-10-26;<120;<120;044023;Adriatic Sea
Marche;Ancona;Numana;0Y08;Numana alta;13.625566;43.513889;2021-09-09;3760;4602;042032;Adriatic Sea
Molise;Campobasso;Campomarino;OSTR1;Litorale Campomarino ;15.033046;41.977121;2021-06-08;0;0;070010;Adriatic Sea
Molise;Campobasso;Campomarino;OSTR1;Litorale Campomarino ;15.033046;41.977121;2021-07-01;0;0;070010;Adriatic Sea
Molise;Campobasso;Campomarino;OSTR1;Litorale Campomarino ;15.033046;41.977121;2021-07-16;0;0;070010;Adriatic Sea
Molise;Campobasso;Campomarino;OSTR1;Litorale Campomarino ;15.033046;41.977121;2021-07-29;0;0;070010;Adriatic Sea
Molise;Campobasso;Campomarino;OSTR1;Litorale Campomarino ;15.033046;41.977121;2021-09-02;0;0;070010;Adriatic Sea
