ANNO,PROVINCIA,GENERE,FASCIA D'ETA',COORDINATA X,COORDINATA Y,POPOLAZIONE,% POPOLAZIONE,POSIZIONE
2015,SONDRIO,M,80 e +,9.879429303,46.1707552,3923,2.154476456180047,"(46.1707552, 9.879429303)"
2017,CREMONA,ALL,ALL,10.0131151,45.13644491,359388,3.587005145937296,"(45.13644491, 10.0131151)"
2017,MONZA E DELLA BRIANZA,F,ALL,9.258430902,45.5823624,443732,51.070657034110255,"(45.5823624, 9.258430902)"
2013,ITALIA,F,18-39,,,7774249,13.025415820233036,
2014,SONDRIO,M,0-17,9.879429303,46.1707552,15557,8.525317843051292,"(46.1707552, 9.879429303)"
2013,MANTOVA,M,ALL,10.77086348,45.14135331,200683,48.788213986166994,"(45.14135331, 10.77086348)"
2016,MANTOVA,F,0-17,10.77086348,45.14135331,32384,7.843669163025472,"(45.14135331, 10.77086348)"
2014,VARESE,F,ALL,8.80650544,45.80041256,456463,51.40366465202022,"(45.80041256, 8.80650544)"
2016,CREMONA,F,18-39,10.0131151,45.13644491,41811,11.599860172453974,"(45.13644491, 10.0131151)"
2016,PAVIA,F,80 e +,9.14034225,45.18407925,28310,5.166756094801123,"(45.18407925, 9.14034225)"
2015,CREMONA,F,ALL,10.0131151,45.13644491,184334,50.97591327673461,"(45.13644491, 10.0131151)"
2012,LODI,M,40-64,9.510140481,45.31535435,41106,18.378871406918567,"(45.31535435, 9.510140481)"
2015,ITALIA,ALL,ALL,,,60795612,100,
2012,BERGAMO,F,80 e +,9.63853045,45.68012929,36366,3.345876767658181,"(45.68012929, 9.63853045)"
2015,LECCO,ALL,80 e +,9.388156645,45.85028614,21480,6.312986589312008,"(45.85028614, 9.388156645)"
2017,MANTOVA,ALL,80 e +,10.77086348,45.14135331,30807,7.466372603669324,"(45.14135331, 10.77086348)"
2016,VARESE,F,80 e +,8.80650544,45.80041256,38691,4.346863800289858,"(45.80041256, 8.80650544)"
2017,COMO,F,0-17,9.039360974,45.80216962,48324,8.051450374048217,"(45.80216962, 9.039360974)"
2014,LODI,F,40-64,9.510140481,45.31535435,41518,18.123641316209916,"(45.31535435, 9.510140481)"
2014,LECCO,F,65-79,9.388156645,45.85028614,27637,8.10911523587646,"(45.85028614, 9.388156645)"
2013,SONDRIO,ALL,40-64,9.879429303,46.1707552,67006,36.999243516049056,"(46.1707552, 9.879429303)"
2014,SONDRIO,ALL,18-39,9.879429303,46.1707552,44755,24.525975449364314,"(46.1707552, 9.879429303)"
2014,ITALIA,ALL,18-39,,,15685547,25.805953433962458,
2012,MILANO,ALL,65-79,9.18951,45.46427,485223,15.985244987304984,"(45.46427, 9.18951)"
2017,VARESE,ALL,65-79,8.80650544,45.80041256,144179,16.199104987062423,"(45.80041256, 8.80650544)"
2016,REGIONE LOMBARDIA,ALL,65-79,,,1547824,15.465327997654757,
2017,SONDRIO,ALL,65-79,9.879429303,46.1707552,28847,15.899182636397208,"(46.1707552, 9.879429303)"
2015,LODI,ALL,18-39,9.510140481,45.31535435,58291,25.390720284350284,"(45.31535435, 9.510140481)"
2012,CREMONA,M,0-17,10.0131151,45.13644491,29550,8.26386189422816,"(45.13644491, 10.0131151)"
2016,PAVIA,ALL,40-64,9.14034225,45.18407925,207319,37.83704368838128,"(45.18407925, 9.14034225)"
2013,CREMONA,ALL,65-79,10.0131151,45.13644491,56076,15.498656760969787,"(45.13644491, 10.0131151)"
2012,PAVIA,ALL,80 e +,9.14034225,45.18407925,38082,7.10928078317459,"(45.18407925, 9.14034225)"
2017,LECCO,F,40-64,9.388156645,45.85028614,62475,18.41627412023417,"(45.85028614, 9.388156645)"
2013,MONZA E DELLA BRIANZA,F,65-79,9.258430902,45.5823624,68329,8.032242289733908,"(45.5823624, 9.258430902)"
2016,LODI,M,18-39,9.510140481,45.31535435,28812,12.559009297642243,"(45.31535435, 9.510140481)"
2015,COMO,ALL,65-79,9.039360974,45.80216962,91872,15.314424783924121,"(45.80216962, 9.039360974)"
2014,MONZA E DELLA BRIANZA,F,40-64,9.258430902,45.5823624,160659,18.623157494517113,"(45.5823624, 9.258430902)"
2015,BRESCIA,ALL,80 e +,10.18167955,45.51939749,73164,5.783363384205073,"(45.51939749, 10.18167955)"
2017,ITALIA,ALL,40-64,,,22339530,36.87033277825866,
2016,SONDRIO,ALL,40-64,9.879429303,46.1707552,68400,37.64198291802413,"(46.1707552, 9.879429303)"
2017,REGIONE LOMBARDIA,M,ALL,,,4894363,48.8500040821761,
2015,MONZA E DELLA BRIANZA,M,40-64,9.258430902,45.5823624,160727,18.59067707508007,"(45.5823624, 9.258430902)"
2013,MILANO,M,80 e +,9.18951,45.46427,64477,2.096756412753737,"(45.46427, 9.18951)"
2012,CREMONA,M,ALL,10.0131151,45.13644491,174584,48.8236231790839,"(45.13644491, 10.0131151)"
2014,REGIONE LOMBARDIA,ALL,80 e +,,,608471,6.10094033156406,
2015,PAVIA,M,18-39,9.14034225,45.18407925,66031,12.033598069696495,"(45.18407925, 9.14034225)"
2014,MANTOVA,ALL,80 e +,10.77086348,45.14135331,29180,7.028835569087575,"(45.14135331, 10.77086348)"
2015,BRESCIA,M,18-39,10.18167955,45.51939749,162968,12.88206172430611,"(45.51939749, 10.18167955)"
2015,ITALIA,M,65-79,,,4261588,7.009696686662188,
2016,VARESE,F,40-64,8.80650544,45.80041256,165510,18.59474884562235,"(45.80041256, 8.80650544)"
2012,MILANO,F,0-17,9.18951,45.46427,240041,7.907939631875808,"(45.46427, 9.18951)"
2014,BERGAMO,M,0-17,9.63853045,45.68012929,104803,9.463528982582368,"(45.68012929, 9.63853045)"
2013,REGIONE LOMBARDIA,F,40-64,,,1790715,18.28281616515349,
2014,MANTOVA,M,80 e +,10.77086348,45.14135331,9583,2.308338973905629,"(45.14135331, 10.77086348)"
2017,SONDRIO,M,40-64,9.879429303,46.1707552,34036,18.759128512927354,"(46.1707552, 9.879429303)"
2013,LODI,F,65-79,9.510140481,45.31535435,17368,7.691830751379551,"(45.31535435, 9.510140481)"
2012,PAVIA,M,ALL,9.14034225,45.18407925,258596,48.27560457449231,"(45.18407925, 9.14034225)"
2017,LECCO,ALL,18-39,9.388156645,45.85028614,78553,23.155719583301398,"(45.85028614, 9.388156645)"
2013,PAVIA,M,0-17,9.14034225,45.18407925,41930,7.771017237832418,"(45.18407925, 9.14034225)"
2014,VARESE,ALL,18-39,8.80650544,45.80041256,221092,24.89783186204458,"(45.80041256, 8.80650544)"
2012,MANTOVA,M,40-64,10.77086348,45.14135331,72730,17.817813894122057,"(45.14135331, 10.77086348)"
2012,BRESCIA,F,65-79,10.18167955,45.51939749,91991,7.430163762292268,"(45.51939749, 10.18167955)"
2016,LODI,F,0-17,9.510140481,45.31535435,18851,8.217058318403927,"(45.31535435, 9.510140481)"
2014,ITALIA,ALL,0-17,,,10158005,16.712009087853794,
2012,PAVIA,F,80 e +,9.14034225,45.18407925,26015,4.856571072272647,"(45.18407925, 9.14034225)"
2014,BERGAMO,ALL,0-17,9.63853045,45.68012929,203630,18.387435538326645,"(45.68012929, 9.63853045)"
2013,LECCO,F,65-79,9.388156645,45.85028614,27071,7.999113540666322,"(45.85028614, 9.388156645)"
2012,BERGAMO,ALL,40-64,9.63853045,45.68012929,390438,35.92249445666075,"(45.68012929, 9.63853045)"
2012,CREMONA,F,80 e +,10.0131151,45.13644491,16486,4.61042393192032,"(45.13644491, 10.0131151)"
2015,ITALIA,F,80 e +,,,2562003,4.214124861511387,
2013,VARESE,F,65-79,8.80650544,45.80041256,73933,8.430601167670133,"(45.80041256, 8.80650544)"
2015,PAVIA,ALL,0-17,9.14034225,45.18407925,82762,15.082683034396288,"(45.18407925, 9.14034225)"
2014,REGIONE LOMBARDIA,M,18-39,,,1264407,12.677796742674538,
2014,COMO,ALL,ALL,9.039360974,45.80216962,598810,6.004072634429372,"(45.80216962, 9.039360974)"
2012,LODI,ALL,65-79,9.510140481,45.31535435,31553,14.1076370725077,"(45.31535435, 9.510140481)"
2014,REGIONE LOMBARDIA,M,65-79,,,698966,7.008304191641022,
2015,BERGAMO,ALL,0-17,9.63853045,45.68012929,202890,18.297285573470965,"(45.68012929, 9.63853045)"
2016,CREMONA,F,ALL,10.0131151,45.13644491,183609,50.9396744015714,"(45.13644491, 10.0131151)"
2012,SONDRIO,M,0-17,9.879429303,46.1707552,15624,8.64321830432714,"(46.1707552, 9.879429303)"
2012,ITALIA,F,40-64,,,10778183,18.146859002595995,
2014,MANTOVA,F,65-79,10.77086348,45.14135331,34534,8.318499230393089,"(45.14135331, 10.77086348)"
2015,VARESE,F,18-39,8.80650544,45.80041256,106508,11.964045408285912,"(45.80041256, 8.80650544)"
2017,COMO,M,65-79,9.039360974,45.80216962,43908,7.315683366933805,"(45.80216962, 9.039360974)"
2016,COMO,ALL,65-79,9.039360974,45.80216962,92918,15.495268938421155,"(45.80216962, 9.039360974)"
2013,COMO,F,ALL,9.039360974,45.80216962,303291,51.18800885732418,"(45.80216962, 9.039360974)"
2017,BRESCIA,F,18-39,10.18167955,45.51939749,151091,11.965916884589738,"(45.51939749, 10.18167955)"
2012,VARESE,ALL,40-64,8.80650544,45.80041256,313742,36.007087982335136,"(45.80041256, 8.80650544)"
2012,SONDRIO,M,ALL,9.879429303,46.1707552,88304,48.84989433853711,"(46.1707552, 9.879429303)"
2014,PAVIA,M,ALL,9.14034225,45.18407925,266058,48.52186473010581,"(45.18407925, 9.14034225)"
2013,LECCO,M,40-64,9.388156645,45.85028614,62044,18.333160966240676,"(45.85028614, 9.388156645)"
2016,BERGAMO,M,ALL,9.63853045,45.68012929,548643,49.503202207348565,"(45.68012929, 9.63853045)"
2017,MILANO,ALL,18-39,9.18951,45.46427,772114,23.992099934093613,"(45.46427, 9.18951)"
2015,MILANO,M,18-39,9.18951,45.46427,401973,12.574132146739341,"(45.46427, 9.18951)"
2016,LECCO,F,18-39,9.388156645,45.85028614,38981,11.490210874448053,"(45.85028614, 9.388156645)"
2016,MANTOVA,F,65-79,10.77086348,45.14135331,34845,8.439743453113344,"(45.14135331, 10.77086348)"
2017,PAVIA,M,80 e +,9.14034225,45.18407925,14314,2.615618792839118,"(45.18407925, 9.14034225)"
2017,CREMONA,M,0-17,10.0131151,45.13644491,29426,8.18780816276559,"(45.13644491, 10.0131151)"
2017,LODI,M,ALL,9.510140481,45.31535435,112928,49.24085847090321,"(45.31535435, 9.510140481)"
2015,MANTOVA,M,0-17,10.77086348,45.14135331,35303,8.50840766511054,"(45.14135331, 10.77086348)"
2016,MILANO,M,40-64,9.18951,45.46427,580762,18.100681656183603,"(45.46427, 9.18951)"
2017,MONZA E DELLA BRIANZA,F,18-39,9.258430902,45.5823624,99815,11.48805502388765,"(45.5823624, 9.258430902)"
2017,MANTOVA,ALL,0-17,10.77086348,45.14135331,66780,16.18477496909915,"(45.14135331, 10.77086348)"
2013,VARESE,M,0-17,8.80650544,45.80041256,75248,8.580550994344097,"(45.80041256, 8.80650544)"
2015,SONDRIO,F,40-64,9.879429303,46.1707552,34233,18.80045692694661,"(46.1707552, 9.879429303)"
2016,MONZA E DELLA BRIANZA,M,18-39,9.258430902,45.5823624,104341,12.047557027327855,"(45.5823624, 9.258430902)"
2014,BRESCIA,F,65-79,10.18167955,45.51939749,96075,7.61113685786603,"(45.51939749, 10.18167955)"
2014,BRESCIA,M,80 e +,10.18167955,45.51939749,22839,1.809323494111915,"(45.51939749, 10.18167955)"
2017,BRESCIA,M,80 e +,10.18167955,45.51939749,25833,2.045889767620882,"(45.51939749, 10.18167955)"
2014,SONDRIO,ALL,ALL,9.879429303,46.1707552,182480,1.829667464355425,"(46.1707552, 9.879429303)"
2017,BERGAMO,F,18-39,9.63853045,45.68012929,133083,11.99018319123767,"(45.68012929, 9.63853045)"
2017,ITALIA,M,40-64,,,10967748,18.101746929683873,
2013,BERGAMO,ALL,65-79,9.63853045,45.68012929,148906,13.610380398917062,"(45.68012929, 9.63853045)"
2012,SONDRIO,ALL,65-79,9.879429303,46.1707552,26618,14.725114236084218,"(46.1707552, 9.879429303)"
2015,CREMONA,F,40-64,10.0131151,45.13644491,65646,18.15381211802771,"(45.13644491, 10.0131151)"
2016,COMO,M,18-39,9.039360974,45.80216962,73022,12.177355608400845,"(45.80216962, 9.039360974)"
2017,LODI,F,80 e +,9.510140481,45.31535435,9209,4.015470615423523,"(45.31535435, 9.510140481)"
2017,CREMONA,M,65-79,10.0131151,45.13644491,27827,7.742885126938017,"(45.13644491, 10.0131151)"
2014,MILANO,F,65-79,9.18951,45.46427,279662,8.804979566649246,"(45.46427, 9.18951)"
2016,LODI,ALL,80 e +,9.510140481,45.31535435,13426,5.852327461826488,"(45.31535435, 9.510140481)"
2017,VARESE,M,18-39,8.80650544,45.80041256,104799,11.774599654174011,"(45.80041256, 8.80650544)"
2017,VARESE,ALL,0-17,8.80650544,45.80041256,147009,16.517067152935308,"(45.80041256, 8.80650544)"
2016,MONZA E DELLA BRIANZA,ALL,65-79,9.258430902,45.5823624,133043,15.361584895551891,"(45.5823624, 9.258430902)"
2015,BERGAMO,M,ALL,9.63853045,45.68012929,548992,49.509898967672,"(45.68012929, 9.63853045)"
2017,REGIONE LOMBARDIA,F,65-79,,,839187,8.375816909311613,
2015,MILANO,ALL,80 e +,9.18951,45.46427,205523,6.428972496148521,"(45.46427, 9.18951)"
2012,BRESCIA,ALL,40-64,10.18167955,45.51939749,438854,35.4464794136058,"(45.51939749, 10.18167955)"
2012,MONZA E DELLA BRIANZA,ALL,65-79,9.258430902,45.5823624,123716,14.721820938219189,"(45.5823624, 9.258430902)"
2014,MONZA E DELLA BRIANZA,F,0-17,9.258430902,45.5823624,72217,8.371199651320762,"(45.5823624, 9.258430902)"
2012,COMO,F,80 e +,9.039360974,45.80216962,22977,3.915677536447993,"(45.80216962, 9.039360974)"
2013,PAVIA,M,80 e +,9.14034225,45.18407925,12494,2.315551857130413,"(45.18407925, 9.14034225)"
2013,CREMONA,F,40-64,10.0131151,45.13644491,64777,17.903496843664666,"(45.13644491, 10.0131151)"
2016,SONDRIO,F,80 e +,9.879429303,46.1707552,8277,4.555010125913533,"(46.1707552, 9.879429303)"
2013,REGIONE LOMBARDIA,M,80 e +,,,192628,1.966690574581207,
2014,BERGAMO,M,80 e +,9.63853045,45.68012929,19150,1.72921175936235,"(45.68012929, 9.63853045)"
2016,BRESCIA,M,18-39,10.18167955,45.51939749,158758,12.558925089292424,"(45.51939749, 10.18167955)"
2016,MANTOVA,M,65-79,10.77086348,45.14135331,29930,7.249290330081284,"(45.14135331, 10.77086348)"
2014,MANTOVA,ALL,0-17,10.77086348,45.14135331,68171,16.420930417418408,"(45.14135331, 10.77086348)"
2014,ITALIA,M,0-17,,,5230196,8.60474897219056,
2015,MONZA E DELLA BRIANZA,ALL,65-79,9.258430902,45.5823624,131698,15.233003723294125,"(45.5823624, 9.258430902)"
2016,LECCO,M,40-64,9.388156645,45.85028614,63624,18.75408985597812,"(45.85028614, 9.388156645)"
2012,COMO,F,ALL,9.039360974,45.80216962,300609,51.228964118644505,"(45.80216962, 9.039360974)"
2015,COMO,F,40-64,9.039360974,45.80216962,111419,18.57277402255357,"(45.80216962, 9.039360974)"
2012,PAVIA,M,18-39,9.14034225,45.18407925,68301,12.750669260322663,"(45.18407925, 9.14034225)"
2012,MONZA E DELLA BRIANZA,ALL,ALL,9.258430902,45.5823624,840358,8.662697748792095,"(45.5823624, 9.258430902)"
2015,BRESCIA,ALL,18-39,10.18167955,45.51939749,321036,25.37679524645535,"(45.51939749, 10.18167955)"
2017,ITALIA,F,65-79,,,5045915,8.328042945433813,
2013,BRESCIA,ALL,0-17,10.18167955,45.51939749,226363,18.149811737086193,"(45.51939749, 10.18167955)"
2015,REGIONE LOMBARDIA,F,ALL,,,5121000,51.19661208593953,
2017,REGIONE LOMBARDIA,ALL,80 e +,,,663351,6.620820535361925,
2013,MILANO,F,40-64,9.18951,45.46427,575596,18.718063870145944,"(45.46427, 9.18951)"
2014,COMO,M,ALL,9.039360974,45.80216962,292983,48.927539620246826,"(45.80216962, 9.039360974)"
2016,BRESCIA,ALL,80 e +,10.18167955,45.51939749,74962,5.930045368066735,"(45.51939749, 10.18167955)"
2013,LECCO,ALL,ALL,9.388156645,45.85028614,338425,3.455246681181578,"(45.85028614, 9.388156645)"
2013,LODI,ALL,80 e +,9.510140481,45.31535435,12042,5.3330853240507,"(45.31535435, 9.510140481)"
2017,MILANO,F,0-17,9.18951,45.46427,256610,7.973709535234126,"(45.46427, 9.18951)"
2016,COMO,F,ALL,9.039360974,45.80216962,306160,51.056109022869855,"(45.80216962, 9.039360974)"
2012,ITALIA,ALL,65-79,,,8714537,14.672368636894168,
2014,VARESE,M,65-79,8.80650544,45.80041256,64072,7.215339691462922,"(45.80041256, 8.80650544)"
2015,LODI,F,0-17,9.510140481,45.31535435,18897,8.231261107432832,"(45.31535435, 9.510140481)"
2015,VARESE,F,ALL,8.80650544,45.80041256,457530,51.3943524960853,"(45.80041256, 8.80650544)"
2016,PAVIA,F,ALL,9.14034225,45.18407925,281546,51.38394600730756,"(45.18407925, 9.14034225)"
2016,REGIONE LOMBARDIA,M,ALL,,,4886543,48.82466628611772,
2012,BRESCIA,M,0-17,10.18167955,45.51939749,115501,9.329079417644328,"(45.51939749, 10.18167955)"
2016,MONZA E DELLA BRIANZA,ALL,40-64,9.258430902,45.5823624,325965,37.63699721502501,"(45.5823624, 9.258430902)"
2014,ITALIA,M,18-39,,,7922912,13.034821044709652,
2016,MILANO,F,ALL,9.18951,45.46427,1656251,51.620581397776974,"(45.46427, 9.18951)"
2017,BRESCIA,ALL,ALL,10.18167955,45.51939749,1262678,12.60262580737758,"(45.51939749, 10.18167955)"
2014,REGIONE LOMBARDIA,F,18-39,,,1221059,12.243160479824478,
2014,PAVIA,F,65-79,9.14034225,45.18407925,47416,8.647410482085474,"(45.18407925, 9.14034225)"
2013,ITALIA,ALL,80 e +,,,3756897,6.294517402103539,
2017,ITALIA,F,0-17,,,4809233,7.937410550633035,
2017,MONZA E DELLA BRIANZA,M,ALL,9.258430902,45.5823624,425127,48.92934296588975,"(45.5823624, 9.258430902)"
2014,ITALIA,M,65-79,,,4202159,6.913416502217376,
2016,BERGAMO,F,65-79,9.63853045,45.68012929,84371,7.612663742062154,"(45.68012929, 9.63853045)"
2017,MILANO,M,18-39,9.18951,45.46427,395081,12.276455075366641,"(45.46427, 9.18951)"
2013,SONDRIO,M,65-79,9.879429303,46.1707552,12592,6.953026211892811,"(46.1707552, 9.879429303)"
2017,BRESCIA,F,ALL,10.18167955,45.51939749,641425,50.79877846925345,"(45.51939749, 10.18167955)"
2012,MANTOVA,F,18-39,10.77086348,45.14135331,52394,12.835783599183708,"(45.14135331, 10.77086348)"
2017,COMO,ALL,40-64,9.039360974,45.80216962,225206,37.522451223779136,"(45.80216962, 9.039360974)"
2014,CREMONA,M,80 e +,10.0131151,45.13644491,7959,2.197762749868145,"(45.13644491, 10.0131151)"
2012,LODI,F,80 e +,9.510140481,45.31535435,8108,3.625161518204052,"(45.31535435, 9.510140481)"
2016,MILANO,F,0-17,9.18951,45.46427,256228,7.9858900193205,"(45.46427, 9.18951)"
2014,LECCO,M,80 e +,9.388156645,45.85028614,6971,2.045397196124572,"(45.85028614, 9.388156645)"
2017,PAVIA,F,40-64,9.14034225,45.18407925,103589,18.928974090499608,"(45.18407925, 9.14034225)"
2012,COMO,M,ALL,9.039360974,45.80216962,286186,48.7710358813555,"(45.80216962, 9.039360974)"
2017,PAVIA,M,18-39,9.14034225,45.18407925,63881,11.673071405991035,"(45.18407925, 9.14034225)"
2017,BRESCIA,M,0-17,10.18167955,45.51939749,114406,9.06058393351274,"(45.51939749, 10.18167955)"
2013,MANTOVA,ALL,18-39,10.77086348,45.14135331,105405,25.625098763781345,"(45.14135331, 10.77086348)"
2016,MONZA E DELLA BRIANZA,M,ALL,9.258430902,45.5823624,423516,48.900558380557825,"(45.5823624, 9.258430902)"
2013,VARESE,M,80 e +,8.80650544,45.80041256,17838,2.034072249589491,"(45.80041256, 8.80650544)"
2014,BRESCIA,ALL,18-39,10.18167955,45.51939749,328713,26.040901690967644,"(45.51939749, 10.18167955)"
2014,LECCO,ALL,ALL,9.388156645,45.85028614,340814,3.417230859254876,"(45.85028614, 9.388156645)"
2016,BRESCIA,M,40-64,10.18167955,45.51939749,235169,18.60359701132422,"(45.51939749, 10.18167955)"
2014,LECCO,ALL,65-79,9.388156645,45.85028614,52114,15.291038513676082,"(45.85028614, 9.388156645)"
2012,SONDRIO,M,80 e +,9.879429303,46.1707552,3349,1.852671409446467,"(46.1707552, 9.879429303)"
2016,LODI,F,ALL,9.510140481,45.31535435,116505,50.783957317152904,"(45.31535435, 9.510140481)"
2015,LECCO,F,18-39,9.388156645,45.85028614,39961,11.74456504168981,"(45.85028614, 9.388156645)"
2015,SONDRIO,ALL,0-17,9.879429303,46.1707552,29880,16.409828322880397,"(46.1707552, 9.879429303)"
2015,CREMONA,M,80 e +,10.0131151,45.13644491,8224,2.274273388457178,"(45.13644491, 10.0131151)"
2016,COMO,ALL,80 e +,9.039360974,45.80216962,38728,6.458391005479827,"(45.80216962, 9.039360974)"
2012,MONZA E DELLA BRIANZA,F,ALL,9.258430902,45.5823624,430661,51.24732554458933,"(45.5823624, 9.258430902)"
2017,REGIONE LOMBARDIA,ALL,0-17,,,1676730,16.735225267252783,
2016,ITALIA,M,0-17,,,5151883,8.492271008961906,
2017,LECCO,ALL,80 e +,9.388156645,45.85028614,22703,6.692351682299742,"(45.85028614, 9.388156645)"
2017,VARESE,M,ALL,8.80650544,45.80041256,432795,48.62630232471915,"(45.80041256, 8.80650544)"
2017,VARESE,F,40-64,8.80650544,45.80041256,166485,18.70527603722517,"(45.80041256, 8.80650544)"
2017,BERGAMO,M,65-79,9.63853045,45.68012929,76832,6.922219629473131,"(45.68012929, 9.63853045)"
2016,COMO,M,ALL,9.039360974,45.80216962,293494,48.943890977130145,"(45.80216962, 9.039360974)"
2017,LODI,ALL,ALL,9.510140481,45.31535435,229338,2.288992916176855,"(45.31535435, 9.510140481)"
2014,MILANO,ALL,18-39,9.18951,45.46427,764580,24.072313281992834,"(45.46427, 9.18951)"
2014,COMO,F,0-17,9.039360974,45.80216962,48842,8.156510412317763,"(45.80216962, 9.039360974)"
2017,MANTOVA,F,65-79,10.77086348,45.14135331,35050,8.49470444245171,"(45.14135331, 10.77086348)"
2012,LECCO,ALL,0-17,9.388156645,45.85028614,58140,17.29703356171923,"(45.85028614, 9.388156645)"
2012,COMO,ALL,80 e +,9.039360974,45.80216962,33985,5.79163080803347,"(45.80216962, 9.039360974)"
2016,ITALIA,ALL,65-79,,,9320697,15.36406881065005,
2012,VARESE,M,18-39,8.80650544,45.80041256,115178,13.218582082186625,"(45.80041256, 8.80650544)"
2015,BERGAMO,M,18-39,9.63853045,45.68012929,143003,12.896479515318982,"(45.68012929, 9.63853045)"
2016,BERGAMO,ALL,65-79,9.63853045,45.68012929,159769,14.415707688726318,"(45.68012929, 9.63853045)"
2016,LECCO,ALL,40-64,9.388156645,45.85028614,125996,37.13913468964257,"(45.85028614, 9.388156645)"
2014,COMO,ALL,0-17,9.039360974,45.80216962,101075,16.879310632754965,"(45.80216962, 9.039360974)"
2017,PAVIA,ALL,18-39,9.14034225,45.18407925,125014,22.84399663043101,"(45.18407925, 9.14034225)"
2016,PAVIA,M,18-39,9.14034225,45.18407925,64783,11.823311907082342,"(45.18407925, 9.14034225)"
2012,ITALIA,M,18-39,,,7997796,13.46561626792997,
2013,MONZA E DELLA BRIANZA,M,18-39,9.258430902,45.5823624,110917,13.038566612279059,"(45.5823624, 9.258430902)"
2014,MANTOVA,F,80 e +,10.77086348,45.14135331,19597,4.720496595181948,"(45.14135331, 10.77086348)"
2016,SONDRIO,F,0-17,9.879429303,46.1707552,14306,7.872897772299023,"(46.1707552, 9.879429303)"
2012,MILANO,M,80 e +,9.18951,45.46427,60802,2.003068415384509,"(45.46427, 9.18951)"
2014,BERGAMO,F,40-64,9.63853045,45.68012929,198520,17.9260114082827,"(45.68012929, 9.63853045)"
2013,COMO,M,ALL,9.039360974,45.80216962,289213,48.81199114267583,"(45.80216962, 9.039360974)"
2015,MILANO,ALL,18-39,9.18951,45.46427,787190,24.624119243311725,"(45.46427, 9.18951)"
2013,BRESCIA,M,0-17,10.18167955,45.51939749,116433,9.33561151771339,"(45.51939749, 10.18167955)"
2012,BRESCIA,F,40-64,10.18167955,45.51939749,217028,17.529471154816953,"(45.51939749, 10.18167955)"
2016,MILANO,M,18-39,9.18951,45.46427,398011,12.404858456061678,"(45.46427, 9.18951)"
2012,ITALIA,F,18-39,,,7897808,13.297269883576357,
2014,CREMONA,ALL,40-64,10.0131151,45.13644491,132289,36.52969423511836,"(45.13644491, 10.0131151)"
2014,REGIONE LOMBARDIA,M,0-17,,,875696,8.780318280722204,
2015,MANTOVA,M,65-79,10.77086348,45.14135331,29733,7.165976973818987,"(45.14135331, 10.77086348)"
2012,REGIONE LOMBARDIA,ALL,65-79,,,1453092,14.978969435868764,
2015,BRESCIA,F,65-79,10.18167955,45.51939749,97710,7.723640537295358,"(45.51939749, 10.18167955)"
2013,COMO,ALL,40-64,9.039360974,45.80216962,216651,36.56532276575348,"(45.80216962, 9.039360974)"
2015,PAVIA,F,65-79,9.14034225,45.18407925,47519,8.659940735017004,"(45.18407925, 9.14034225)"
2015,REGIONE LOMBARDIA,ALL,65-79,,,1535394,15.349925994352475,
2013,MILANO,ALL,0-17,9.18951,45.46427,505369,16.434320634597505,"(45.46427, 9.18951)"
2014,PAVIA,ALL,18-39,9.14034225,45.18407925,133340,24.31765044882059,"(45.18407925, 9.14034225)"
2012,ITALIA,ALL,18-39,,,15895604,26.762886151506326,
2017,LECCO,M,65-79,9.388156645,45.85028614,25939,7.646254252176937,"(45.85028614, 9.388156645)"
2014,COMO,M,18-39,9.039360974,45.80216962,76565,12.786192615353787,"(45.80216962, 9.039360974)"
2016,BRESCIA,ALL,0-17,10.18167955,45.51939749,225196,17.8146593835164,"(45.51939749, 10.18167955)"
2014,LODI,ALL,ALL,9.510140481,45.31535435,229082,2.296930524273726,"(45.31535435, 9.510140481)"
2014,MONZA E DELLA BRIANZA,M,ALL,9.258430902,45.5823624,422106,48.929387817555444,"(45.5823624, 9.258430902)"
2016,MILANO,ALL,80 e +,9.18951,45.46427,212052,6.609051120006208,"(45.46427, 9.18951)"
2013,ITALIA,F,0-17,,,4870914,8.16100439728578,
2016,MANTOVA,ALL,40-64,10.77086348,45.14135331,152317,36.89242082215139,"(45.14135331, 10.77086348)"
2015,LODI,F,80 e +,9.510140481,45.31535435,8790,3.828797435271979,"(45.31535435, 9.510140481)"
2014,ITALIA,F,18-39,,,7762635,12.771132389252804,
2015,SONDRIO,M,ALL,9.879429303,46.1707552,89012,48.884592994519075,"(46.1707552, 9.879429303)"
2015,SONDRIO,ALL,ALL,9.879429303,46.1707552,182086,1.820383969591952,"(46.1707552, 9.879429303)"
2013,SONDRIO,F,80 e +,9.879429303,46.1707552,7718,4.261710316342814,"(46.1707552, 9.879429303)"
2014,SONDRIO,F,65-79,9.879429303,46.1707552,14735,8.074857518632179,"(46.1707552, 9.879429303)"
2012,LECCO,M,18-39,9.388156645,45.85028614,44530,13.247968773707559,"(45.85028614, 9.388156645)"
2016,REGIONE LOMBARDIA,ALL,40-64,,,3712760,37.09662802526171,
2016,ITALIA,F,0-17,,,4856150,8.00479006611182,
2013,LODI,ALL,0-17,9.510140481,45.31535435,38669,17.125483839537996,"(45.31535435, 9.510140481)"
2013,VARESE,ALL,ALL,8.80650544,45.80041256,876960,8.953573552571461,"(45.80041256, 8.80650544)"
