lago,punto,codice_comune,zero_idrometrico,altezza,unit_di_misura_altezza,zero_idrometrico_unit_di_misura,periodo,anno,zero_idrometrico_unit_di_misura_testuale
LAGO D'IDRO,,,,368.44,m,mslm,2021-07-16,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.41,m,mslm,2021-07-17,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.35,m,mslm,2021-07-18,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.34,m,mslm,2021-07-19,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.33,m,mslm,2021-07-20,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.32,m,mslm,2021-07-21,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.35,m,mslm,2021-07-22,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.41,m,mslm,2021-07-23,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.37,m,mslm,2021-07-24,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.27,m,mslm,2021-07-25,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.31,m,mslm,2021-07-26,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.41,m,mslm,2021-07-27,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.44,m,mslm,2021-07-28,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.45,m,mslm,2021-07-29,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.5,m,mslm,2021-07-30,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.45,m,mslm,2021-07-31,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.47,m,mslm,2021-08-01,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.5,m,mslm,2021-08-02,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.5,m,mslm,2021-08-03,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.48,m,mslm,2021-08-04,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.74,m,mslm,2021-08-05,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.77,m,mslm,2021-08-06,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.69,m,mslm,2021-08-07,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.62,m,mslm,2021-08-08,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.59,m,mslm,2021-08-09,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.52,m,mslm,2021-08-10,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.46,m,mslm,2021-08-11,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.43,m,mslm,2021-08-12,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.45,m,mslm,2021-08-13,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.41,m,mslm,2021-08-14,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.38,m,mslm,2021-08-15,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.39,m,mslm,2021-08-16,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.33,m,mslm,2021-08-17,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.31,m,mslm,2021-08-18,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.29,m,mslm,2021-08-19,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.32,m,mslm,2021-08-20,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.28,m,mslm,2021-08-21,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.29,m,mslm,2021-08-22,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.29,m,mslm,2021-08-23,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.28,m,mslm,2021-08-24,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.29,m,mslm,2021-08-25,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.29,m,mslm,2021-08-26,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.24,m,mslm,2021-08-27,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.15,m,mslm,2021-08-28,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.06,m,mslm,2021-08-29,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.03,m,mslm,2021-08-30,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.05,m,mslm,2021-08-31,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.04,m,mslm,2021-09-01,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.0,m,mslm,2021-09-02,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.95,m,mslm,2021-09-03,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.9,m,mslm,2021-09-04,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.81,m,mslm,2021-09-05,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.71,m,mslm,2021-09-06,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.63,m,mslm,2021-09-07,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.57,m,mslm,2021-09-08,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.52,m,mslm,2021-09-09,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.46,m,mslm,2021-09-10,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.39,m,mslm,2021-09-11,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.34,m,mslm,2021-09-12,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.35,m,mslm,2021-09-13,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.37,m,mslm,2021-09-14,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.43,m,mslm,2021-09-15,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.47,m,mslm,2021-09-16,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.49,m,mslm,2021-09-17,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.48,m,mslm,2021-09-18,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.58,m,mslm,2021-09-19,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.61,m,mslm,2021-09-20,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.6,m,mslm,2021-09-21,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.6,m,mslm,2021-09-22,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.58,m,mslm,2021-09-23,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.57,m,mslm,2021-09-24,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.55,m,mslm,2021-09-25,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.58,m,mslm,2021-09-26,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.57,m,mslm,2021-09-27,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.6,m,mslm,2021-09-28,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.6,m,mslm,2021-09-29,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.59,m,mslm,2021-09-30,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.58,m,mslm,2021-10-01,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.57,m,mslm,2021-10-02,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.55,m,mslm,2021-10-03,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.57,m,mslm,2021-10-04,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.8,m,mslm,2021-10-05,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.07,m,mslm,2021-10-06,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.11,m,mslm,2021-10-07,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.1,m,mslm,2021-10-08,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.07,m,mslm,2021-10-09,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.03,m,mslm,2021-10-10,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.01,m,mslm,2021-10-11,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.99,m,mslm,2021-10-12,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.94,m,mslm,2021-10-13,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.88,m,mslm,2021-10-14,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.83,m,mslm,2021-10-15,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.82,m,mslm,2021-10-16,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.79,m,mslm,2021-10-17,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.78,m,mslm,2021-10-18,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.74,m,mslm,2021-10-19,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.71,m,mslm,2021-10-20,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.67,m,mslm,2021-10-21,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.65,m,mslm,2021-10-22,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.63,m,mslm,2021-10-23,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.63,m,mslm,2021-10-24,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.66,m,mslm,2021-10-25,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.69,m,mslm,2021-10-26,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.66,m,mslm,2021-10-27,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.64,m,mslm,2021-10-28,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.65,m,mslm,2021-10-29,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.6,m,mslm,2021-10-30,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.55,m,mslm,2021-10-31,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.58,m,mslm,2021-11-01,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.58,m,mslm,2021-11-02,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.66,m,mslm,2021-11-03,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.87,m,mslm,2021-11-04,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.95,m,mslm,2021-11-05,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.96,m,mslm,2021-11-06,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.98,m,mslm,2021-11-07,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.02,m,mslm,2021-11-08,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.04,m,mslm,2021-11-09,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.05,m,mslm,2021-11-10,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.02,m,mslm,2021-11-11,2021,metri sul livello del mare
LAGO D'IDRO,,,,368.01,m,mslm,2021-11-12,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.99,m,mslm,2021-11-13,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.97,m,mslm,2021-11-14,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.99,m,mslm,2021-11-15,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.97,m,mslm,2021-11-16,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.93,m,mslm,2021-11-17,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.89,m,mslm,2021-11-18,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.87,m,mslm,2021-11-19,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.86,m,mslm,2021-11-20,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.85,m,mslm,2021-11-21,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.86,m,mslm,2021-11-22,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.87,m,mslm,2021-11-23,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.89,m,mslm,2021-11-24,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.93,m,mslm,2021-11-25,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.96,m,mslm,2021-11-26,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.96,m,mslm,2021-11-27,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.97,m,mslm,2021-11-28,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.98,m,mslm,2021-11-29,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.96,m,mslm,2021-11-30,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.94,m,mslm,2021-12-01,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.93,m,mslm,2021-12-02,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.91,m,mslm,2021-12-03,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.89,m,mslm,2021-12-04,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.86,m,mslm,2021-12-05,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.85,m,mslm,2021-12-06,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.8,m,mslm,2021-12-07,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.8,m,mslm,2021-12-08,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.77,m,mslm,2021-12-09,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.74,m,mslm,2021-12-10,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.71,m,mslm,2021-12-11,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.68,m,mslm,2021-12-12,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.67,m,mslm,2021-12-13,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.66,m,mslm,2021-12-14,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.64,m,mslm,2021-12-15,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.64,m,mslm,2021-12-16,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.63,m,mslm,2021-12-17,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.63,m,mslm,2021-12-18,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.64,m,mslm,2021-12-19,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.64,m,mslm,2021-12-20,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.64,m,mslm,2021-12-21,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.64,m,mslm,2021-12-22,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.63,m,mslm,2021-12-23,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.63,m,mslm,2021-12-24,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.62,m,mslm,2021-12-25,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.62,m,mslm,2021-12-26,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.65,m,mslm,2021-12-27,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.7,m,mslm,2021-12-28,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.68,m,mslm,2021-12-29,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.68,m,mslm,2021-12-30,2021,metri sul livello del mare
LAGO D'IDRO,,,,367.67,m,mslm,2021-12-31,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.18,cm,mslm,2021-01-01,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.22,cm,mslm,2021-01-02,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.21,cm,mslm,2021-01-03,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.21,cm,mslm,2021-01-04,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.21,cm,mslm,2021-01-05,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.23,cm,mslm,2021-01-06,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.24,cm,mslm,2021-01-07,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.23,cm,mslm,2021-01-08,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.23,cm,mslm,2021-01-09,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.22,cm,mslm,2021-01-10,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.22,cm,mslm,2021-01-11,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.22,cm,mslm,2021-01-12,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.22,cm,mslm,2021-01-13,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.23,cm,mslm,2021-01-14,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.24,cm,mslm,2021-01-15,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.23,cm,mslm,2021-01-16,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.23,cm,mslm,2021-01-17,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.23,cm,mslm,2021-01-18,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.23,cm,mslm,2021-01-19,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.24,cm,mslm,2021-01-20,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.24,cm,mslm,2021-01-21,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.29,cm,mslm,2021-01-22,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.32,cm,mslm,2021-01-23,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.3,cm,mslm,2021-01-24,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.31,cm,mslm,2021-01-25,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.29,cm,mslm,2021-01-26,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.3,cm,mslm,2021-01-27,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.28,cm,mslm,2021-01-28,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.29,cm,mslm,2021-01-29,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.28,cm,mslm,2021-01-30,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.27,cm,mslm,2021-01-31,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.27,cm,mslm,2021-02-01,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.26,cm,mslm,2021-02-02,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.25,cm,mslm,2021-02-03,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.25,cm,mslm,2021-02-04,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.24,cm,mslm,2021-02-05,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.23,cm,mslm,2021-02-06,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.23,cm,mslm,2021-02-07,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.23,cm,mslm,2021-02-08,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.23,cm,mslm,2021-02-09,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.26,cm,mslm,2021-02-10,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.28,cm,mslm,2021-02-11,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.3,cm,mslm,2021-02-12,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.29,cm,mslm,2021-02-13,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.29,cm,mslm,2021-02-14,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.29,cm,mslm,2021-02-15,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.29,cm,mslm,2021-02-16,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.3,cm,mslm,2021-02-17,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.29,cm,mslm,2021-02-18,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.29,cm,mslm,2021-02-19,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.28,cm,mslm,2021-02-20,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.27,cm,mslm,2021-02-21,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.27,cm,mslm,2021-02-22,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.27,cm,mslm,2021-02-23,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.27,cm,mslm,2021-02-24,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.28,cm,mslm,2021-02-25,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.28,cm,mslm,2021-02-26,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.28,cm,mslm,2021-02-27,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.28,cm,mslm,2021-02-28,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.28,cm,mslm,2021-03-01,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.29,cm,mslm,2021-03-02,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.29,cm,mslm,2021-03-03,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.3,cm,mslm,2021-03-04,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.3,cm,mslm,2021-03-05,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.3,cm,mslm,2021-03-06,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.3,cm,mslm,2021-03-07,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.3,cm,mslm,2021-03-08,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.31,cm,mslm,2021-03-09,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.31,cm,mslm,2021-03-10,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.3,cm,mslm,2021-03-11,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.31,cm,mslm,2021-03-12,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.31,cm,mslm,2021-03-13,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.3,cm,mslm,2021-03-14,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.32,cm,mslm,2021-03-15,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.3,cm,mslm,2021-03-16,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.3,cm,mslm,2021-03-17,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.31,cm,mslm,2021-03-18,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.3,cm,mslm,2021-03-19,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.3,cm,mslm,2021-03-20,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.3,cm,mslm,2021-03-21,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.3,cm,mslm,2021-03-22,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.29,cm,mslm,2021-03-23,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.29,cm,mslm,2021-03-24,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.29,cm,mslm,2021-03-25,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.28,cm,mslm,2021-03-26,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.29,cm,mslm,2021-03-27,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.28,cm,mslm,2021-03-28,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.28,cm,mslm,2021-03-29,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.29,cm,mslm,2021-03-30,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.28,cm,mslm,2021-03-31,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.28,cm,mslm,2021-04-01,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.29,cm,mslm,2021-04-02,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.28,cm,mslm,2021-04-03,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.27,cm,mslm,2021-04-04,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.27,cm,mslm,2021-04-05,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.26,cm,mslm,2021-04-06,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.25,cm,mslm,2021-04-07,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.23,cm,mslm,2021-04-08,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.22,cm,mslm,2021-04-09,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.21,cm,mslm,2021-04-10,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.23,cm,mslm,2021-04-11,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.3,cm,mslm,2021-04-12,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.25,cm,mslm,2021-04-13,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.25,cm,mslm,2021-04-14,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.25,cm,mslm,2021-04-15,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.25,cm,mslm,2021-04-16,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.24,cm,mslm,2021-04-17,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.24,cm,mslm,2021-04-18,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.23,cm,mslm,2021-04-19,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.23,cm,mslm,2021-04-20,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.22,cm,mslm,2021-04-21,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.21,cm,mslm,2021-04-22,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.21,cm,mslm,2021-04-23,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.2,cm,mslm,2021-04-24,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.19,cm,mslm,2021-04-25,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.18,cm,mslm,2021-04-26,2021,metri sul livello del mare
LAGO DI GARDA,MANERBA,017102,64.03,1.18,cm,mslm,2021-04-27,2021,metri sul livello del mare
